word	score	prompt: sub
abkari	7.385952	{"bka": 8, "abk": 14, "bk": 36, "kar": 274, "ka": 2086, "ari": 3728, "ab": 8903, "ar": 23319, "ri": 27014}
benzoquinone	7.385851	{"zoq": 2, "nzo": 90, "enz": 206, "oqu": 261, "oq": 264, "nz": 369, "ben": 528, "uin": 565, "ino": 1309, "zo": 1311, "qui": 1576, "non": 2261, "one": 2936, "ui": 3183, "qu": 4369, "be": 7191, "no": 10594, "ne": 24341, "en": 28336, "on": 34070, "in": 55898}
prolixness	7.385662	{"ixn": 6, "xne": 6, "xn": 13, "lix": 55, "ix": 657, "rol": 1228, "oli": 2264, "pro": 3652, "pr": 9472, "nes": 11012, "ess": 11496, "ol": 14114, "ss": 16363, "ro": 21780, "ne": 24341, "li": 27677, "es": 63456}
periictal	7.385407	{"iic": 3, "rii": 27, "ii": 153, "cta": 625, "ict": 711, "tal": 2290, "eri": 5483, "per": 5649, "ct": 7629, "pe": 13090, "ta": 15325, "ic": 22117, "ri": 27014, "al": 27586, "er": 53857}
militiawoman	7.385342	{"iaw": 2, "awo": 39, "wom": 360, "mil": 876, "tia": 1001, "aw": 1826, "oma": 1938, "man": 2896, "wo": 2912, "ili": 3802, "lit": 4387, "iti": 5343, "om": 11650, "ia": 11793, "il": 12822, "mi": 13679, "ma": 13966, "it": 19542, "an": 27255, "li": 27677, "ti": 41397}
jeffs	7.385208	{"jef": 6, "ffs": 261, "eff": 274, "fs": 551, "je": 871, "ff": 2654, "ef": 3008}
whipjacks	7.385152	{"ipj": 4, "pja": 12, "pj": 26, "jac": 319, "whi": 579, "hip": 1167, "ja": 1254, "wh": 1382, "cks": 1402, "ack": 2441, "ks": 2959, "ip": 4650, "ck": 7116, "hi": 11300, "ac": 12227}
militiawomen	7.384839	{"iaw": 2, "awo": 39, "wom": 360, "mil": 876, "tia": 1001, "aw": 1826, "ome": 2768, "wo": 2912, "ili": 3802, "men": 4225, "lit": 4387, "iti": 5343, "om": 11650, "ia": 11793, "il": 12822, "mi": 13679, "me": 14687, "it": 19542, "li": 27677, "en": 28336, "ti": 41397}
stahlhelms	7.384704	{"hlh": 3, "ahl": 24, "lhe": 63, "lms": 70, "tah": 94, "elm": 153, "lh": 216, "hel": 874, "lm": 928, "hl": 1195, "ah": 1215, "sta": 3111, "ms": 4377, "el": 14244, "he": 15118, "ta": 15325, "st": 28623}
whaap	7.384691	{"aap": 8, "haa": 23, "wha": 218, "aa": 269, "wh": 1382, "ap": 7769, "ha": 10764}
cajeputs	7.384517	{"jep": 4, "caj": 26, "aje": 35, "epu": 247, "aj": 340, "put": 382, "uts": 702, "je": 871, "pu": 2898, "ep": 6137, "ut": 7768, "ts": 10527, "ca": 15651}
intraovarian	7.384442	{"aov": 2, "rao": 50, "ova": 271, "ao": 280, "var": 397, "ntr": 1553, "ian": 1769, "ria": 2308, "int": 3480, "ari": 3728, "va": 3835, "ov": 4486, "tra": 4616, "ia": 11793, "tr": 14998, "nt": 20842, "ar": 23319, "ra": 26052, "ri": 27014, "an": 27255, "in": 55898}
dovekey	7.384201	{"vek": 4, "dov": 65, "eke": 142, "key": 268, "ek": 666, "ey": 1679, "ove": 3564, "ov": 4486, "do": 6057, "ke": 6801, "ve": 12649}
wulls	7.384189	{"wul": 6, "wu": 124, "lls": 736, "ull": 866, "ls": 4584, "ul": 9579, "ll": 13942}
awry	7.383963	{"awr": 13, "wry": 21, "wr": 652, "aw": 1826, "ry": 4298}
oxoacid	7.383963	{"xoa": 4, "oxo": 51, "oac": 266, "xo": 515, "cid": 628, "aci": 1119, "ox": 1597, "oa": 2888, "id": 8359, "ci": 8719, "ac": 12227}
whizzkid	7.383853	{"zzk": 6, "zki": 10, "zk": 23, "kid": 130, "izz": 262, "hiz": 264, "whi": 579, "zz": 741, "wh": 1382, "ki": 4856, "iz": 7477, "id": 8359, "hi": 11300}
flaxseed	7.383840	{"axs": 4, "xse": 20, "xs": 67, "lax": 120, "see": 363, "eed": 932, "fla": 936, "ax": 941, "fl": 3513, "ee": 6626, "la": 18073, "se": 24344, "ed": 27846}
setdown	7.383481	{"etd": 4, "tdo": 61, "td": 164, "set": 469, "dow": 604, "own": 824, "wn": 1048, "ow": 4449, "do": 6057, "et": 13963, "se": 24344}
ylkes	7.383128	{"ylk": 6, "lke": 145, "kes": 479, "lk": 833, "yl": 2292, "ke": 6801, "es": 63456}
acequia	7.383089	{"ceq": 4, "uia": 42, "equ": 678, "eq": 689, "ace": 1513, "qui": 1576, "ui": 3183, "qu": 4369, "ce": 10121, "ia": 11793, "ac": 12227}
azulejo	7.383041	{"lej": 8, "zul": 10, "azu": 44, "ejo": 54, "zu": 163, "ej": 332, "ule": 670, "jo": 931, "az": 1383, "ul": 9579, "le": 25286}
sweetveld	7.382971	{"etv": 4, "tve": 10, "tv": 55, "swe": 337, "eld": 404, "eet": 476, "wee": 582, "vel": 1223, "sw": 1315, "ld": 2067, "we": 3183, "ee": 6626, "ve": 12649, "et": 13963, "el": 14244}
yakuzas	7.382899	{"kuz": 6, "uza": 16, "aku": 59, "zas": 77, "yak": 78, "uz": 304, "ku": 497, "ya": 1450, "za": 2328, "ak": 2624, "as": 16255}
benzoylecgonine	7.382112	{"ecg": 4, "cgo": 6, "zoy": 6, "cg": 18, "oyl": 64, "nzo": 90, "enz": 206, "nz": 369, "yle": 390, "ben": 528, "gon": 654, "oy": 965, "lec": 1301, "zo": 1311, "yl": 2292, "nin": 2310, "go": 3757, "oni": 3902, "ine": 6416, "be": 7191, "ec": 10035, "ni": 15928, "ne": 24341, "le": 25286, "en": 28336, "on": 34070, "in": 55898}
platykurtosis	7.381795	{"yku": 3, "tyk": 5, "kur": 74, "aty": 93, "yk": 97, "rto": 197, "urt": 344, "ku": 497, "tos": 825, "sis": 1364, "osi": 1479, "pla": 2045, "lat": 3876, "ty": 4368, "pl": 5538, "rt": 6302, "ur": 10931, "os": 11445, "si": 13737, "to": 15280, "la": 18073, "is": 31626, "at": 33338}
tridacna	7.381768	{"cna": 4, "acn": 16, "cn": 105, "dac": 256, "ida": 731, "rid": 1013, "tri": 4262, "da": 5117, "id": 8359, "na": 12129, "ac": 12227, "tr": 14998, "ri": 27014}
fezzed	7.381756	{"fez": 5, "ezz": 66, "zze": 127, "ez": 435, "zz": 741, "zed": 1413, "fe": 4200, "ze": 5493, "ed": 27846}
fezzes	7.381652	{"fez": 5, "ezz": 66, "zze": 127, "ez": 435, "zz": 741, "zes": 1420, "fe": 4200, "ze": 5493, "es": 63456}
chokhma	7.381448	{"khm": 6, "okh": 11, "hok": 99, "hma": 175, "kh": 443, "hm": 700, "ok": 1760, "cho": 1918, "ho": 12783, "ma": 13966, "ch": 15074}
syrtes	7.381402	{"yrt": 5, "syr": 40, "rte": 937, "yr": 1188, "sy": 2287, "tes": 4840, "rt": 6302, "te": 33606, "es": 63456}
dovekie	7.381187	{"vek": 4, "dov": 65, "eki": 112, "ek": 666, "kie": 672, "ove": 3564, "ov": 4486, "ki": 4856, "do": 6057, "ve": 12649, "ie": 18678}
toxoid	7.381169	{"xoi": 5, "oxo": 51, "tox": 234, "xo": 515, "oid": 1225, "ox": 1597, "oi": 3945, "id": 8359, "to": 15280}
gucci	7.381039	{"guc": 6, "ucc": 188, "cci": 267, "cc": 1632, "gu": 2868, "uc": 3665, "ci": 8719}
boomkins	7.380913	{"omk": 4, "mki": 20, "mk": 42, "oom": 489, "boo": 654, "kin": 2435, "ins": 2804, "ki": 4856, "bo": 6341, "oo": 6917, "om": 11650, "ns": 16950, "in": 55898}
zweihander	7.380644	{"eih": 4, "zwe": 9, "zw": 34, "iha": 36, "wei": 192, "ih": 249, "han": 1792, "nde": 3147, "we": 3183, "and": 3227, "ei": 3326, "der": 3839, "ha": 10764, "nd": 10940, "de": 17740, "an": 27255, "er": 53857}
goyazite	7.380597	{"yaz": 4, "goy": 21, "zit": 54, "oya": 167, "azi": 322, "oy": 965, "az": 1383, "ya": 1450, "zi": 2340, "go": 3757, "ite": 3802, "it": 19542, "te": 33606}
kufis	7.380556	{"kuf": 7, "ufi": 34, "ku": 497, "fis": 736, "uf": 863, "fi": 6074, "is": 31626}
vacuum	7.380436	{"cuu": 6, "uum": 28, "uu": 62, "vac": 181, "acu": 355, "va": 3835, "cu": 5334, "um": 6434, "ac": 12227}
platykurtoses	7.380419	{"yku": 3, "tyk": 5, "kur": 74, "aty": 93, "yk": 97, "rto": 197, "urt": 344, "ku": 497, "tos": 825, "ose": 1821, "pla": 2045, "lat": 3876, "ty": 4368, "pl": 5538, "rt": 6302, "ses": 9328, "ur": 10931, "os": 11445, "to": 15280, "la": 18073, "se": 24344, "at": 33338, "es": 63456}
haomas	7.380374	{"aom": 6, "hao": 18, "ao": 280, "mas": 1109, "oma": 1938, "ha": 10764, "om": 11650, "ma": 13966, "as": 16255}
euoi	7.380310	{"euo": 11, "uoi": 30, "uo": 657, "eu": 2662, "oi": 3945}
syrtis	7.380276	{"yrt": 5, "syr": 40, "yr": 1188, "rti": 1580, "sy": 2287, "tis": 2670, "rt": 6302, "is": 31626, "ti": 41397}
awlwort	7.380228	{"wlw": 4, "lwo": 80, "awl": 158, "lw": 201, "wl": 507, "wor": 1444, "aw": 1826, "ort": 2098, "wo": 2912, "rt": 6302, "or": 20985}
whyever	7.380168	{"yev": 6, "why": 13, "hye": 32, "eve": 1060, "wh": 1382, "ye": 1568, "ev": 2630, "hy": 4712, "ver": 5208, "ve": 12649, "er": 53857}
qubytes	7.379899	{"qub": 7, "uby": 9, "byt": 57, "yte": 347, "by": 471, "yt": 1479, "ub": 3604, "qu": 4369, "tes": 4840, "te": 33606, "es": 63456}
schvartzes	7.379804	{"hva": 4, "chv": 10, "hv": 20, "rtz": 71, "tze": 135, "var": 397, "tz": 424, "sch": 919, "zes": 1420, "art": 2023, "va": 3835, "ze": 5493, "rt": 6302, "sc": 7227, "ch": 15074, "ar": 23319, "es": 63456}
ouzos	7.379656	{"uzo": 9, "ouz": 29, "zos": 37, "uz": 304, "zo": 1311, "os": 11445, "ou": 13344}
workgroup	7.379648	{"rkg": 4, "kgr": 10, "kg": 50, "oup": 280, "gro": 739, "ork": 768, "wor": 1444, "rou": 1798, "rk": 1925, "wo": 2912, "up": 3827, "gr": 6180, "ou": 13344, "or": 20985, "ro": 21780}
pawg	7.379117	{"awg": 11, "wg": 42, "paw": 92, "aw": 1826, "pa": 9340}
boxouts	7.379063	{"xou": 4, "oxo": 51, "box": 306, "xo": 515, "uts": 702, "ox": 1597, "out": 2532, "bo": 6341, "ut": 7768, "ts": 10527, "ou": 13344}
enfuvirtides	7.379017	{"fuv": 2, "uvi": 142, "enf": 189, "nfu": 211, "irt": 332, "uv": 382, "vir": 406, "tid": 503, "rti": 1580, "nf": 2090, "des": 2372, "ide": 2548, "fu": 2991, "vi": 5599, "ir": 6045, "rt": 6302, "id": 8359, "de": 17740, "en": 28336, "ti": 41397, "es": 63456}
kopiyok	7.378968	{"piy": 6, "iyo": 16, "yok": 45, "kop": 68, "iy": 126, "ko": 971, "opi": 1005, "yo": 1169, "ok": 1760, "pi": 8218, "op": 10913}
blitzkrieg	7.378619	{"zkr": 5, "tzk": 7, "zk": 23, "kri": 66, "ieg": 78, "itz": 135, "kr": 373, "tz": 424, "bli": 905, "rie": 3041, "eg": 3368, "lit": 4387, "bl": 8236, "ie": 18678, "it": 19542, "ri": 27014, "li": 27677}
letdown	7.378565	{"etd": 4, "tdo": 61, "td": 164, "dow": 604, "own": 824, "wn": 1048, "let": 1306, "ow": 4449, "do": 6057, "et": 13963, "le": 25286}
sitdown	7.378442	{"itd": 4, "tdo": 61, "td": 164, "dow": 604, "own": 824, "wn": 1048, "sit": 1391, "ow": 4449, "do": 6057, "si": 13737, "it": 19542}
kufic	7.378392	{"kuf": 7, "ufi": 34, "ku": 497, "uf": 863, "fic": 1039, "fi": 6074, "ic": 22117}
passersby	7.377795	{"rsb": 3, "sby": 27, "sb": 360, "by": 471, "pas": 708, "ass": 2097, "ser": 2204, "sse": 5855, "pa": 9340, "ers": 11175, "rs": 15538, "as": 16255, "ss": 16363, "se": 24344, "er": 53857}
cowps	7.377233	{"wps": 7, "owp": 57, "wp": 99, "cow": 187, "ps": 3592, "ow": 4449, "co": 18297}
guajillo	7.376835	{"uaj": 4, "jil": 27, "aji": 33, "gua": 332, "aj": 340, "ji": 440, "llo": 1395, "gu": 2868, "ill": 3045, "ua": 3275, "il": 12822, "ll": 13942, "lo": 14583}
thumbkin	7.376717	{"mbk": 6, "bki": 8, "bk": 36, "thu": 289, "hum": 597, "umb": 798, "hu": 2232, "kin": 2435, "mb": 3489, "ki": 4856, "um": 6434, "th": 11453, "in": 55898}
halfness	7.376603	{"lfn": 4, "fne": 26, "fn": 31, "alf": 206, "lf": 1343, "hal": 1506, "ha": 10764, "nes": 11012, "ess": 11496, "ss": 16363, "ne": 24341, "al": 27586, "es": 63456}
subquotients	7.376443	{"bq": 6, "bqu": 6, "ubq": 6, "uot": 61, "quo": 151, "uo": 657, "ien": 918, "oti": 1298, "sub": 1837, "nts": 2256, "tie": 3532, "ub": 3604, "qu": 4369, "su": 7091, "ent": 7961, "ot": 9336, "ts": 10527, "ie": 18678, "nt": 20842, "en": 28336, "ti": 41397}
amygdules	7.375470	{"gdu": 4, "ygd": 18, "myg": 22, "gd": 85, "amy": 143, "dul": 397, "yg": 511, "ule": 670, "my": 1322, "du": 2718, "les": 4607, "am": 8854, "ul": 9579, "le": 25286, "es": 63456}
buzzwigs	7.375437	{"zzw": 6, "zwi": 13, "zw": 34, "buz": 45, "igs": 94, "wig": 106, "uzz": 163, "uz": 304, "zz": 741, "wi": 2990, "bu": 3856, "gs": 5319, "ig": 5744}
manhwas	7.375037	{"nhw": 4, "anh": 80, "hwa": 160, "hw": 328, "was": 351, "nh": 825, "man": 2896, "wa": 4375, "ma": 13966, "as": 16255, "an": 27255}
krummhorns	7.374445	{"mmh": 3, "mho": 30, "kru": 36, "mh": 50, "rns": 290, "kr": 373, "umm": 471, "rum": 649, "orn": 832, "hor": 1706, "mm": 3027, "rn": 3195, "ru": 4632, "um": 6434, "ho": 12783, "ns": 16950, "or": 20985}
subkingdom	7.374359	{"ubk": 5, "bki": 8, "ngd": 27, "bk": 36, "gdo": 45, "gd": 85, "dom": 680, "sub": 1837, "kin": 2435, "ub": 3604, "ki": 4856, "do": 6057, "su": 7091, "om": 11650, "ing": 27365, "ng": 31814, "in": 55898}
yiffs	7.373541	{"yif": 6, "ffs": 261, "iff": 479, "fs": 551, "yi": 1358, "ff": 2654, "if": 4106}
bibcock	7.373265	{"ibc": 4, "bco": 81, "bib": 152, "bc": 246, "coc": 585, "ock": 1553, "ib": 3120, "ck": 7116, "oc": 7325, "bi": 8414, "co": 18297}
ekueles	7.373050	{"kue": 6, "eku": 10, "uel": 210, "ku": 497, "ek": 666, "ele": 2465, "ue": 2745, "les": 4607, "el": 14244, "le": 25286, "es": 63456}
gravlaxes	7.373030	{"avl": 5, "vla": 8, "vl": 31, "lax": 120, "axe": 219, "xes": 558, "rav": 574, "ax": 941, "xe": 1283, "av": 2788, "gra": 3753, "gr": 6180, "la": 18073, "ra": 26052, "es": 63456}
rotls	7.372735	{"tls": 6, "otl": 134, "rot": 1450, "tl": 2350, "ls": 4584, "ot": 9336, "ro": 21780}
caxirolas	7.372724	{"xir": 5, "cax": 6, "axi": 358, "iro": 400, "ax": 941, "ola": 1120, "rol": 1228, "xi": 1629, "las": 1966, "ir": 6045, "ol": 14114, "ca": 15651, "as": 16255, "la": 18073, "ro": 21780}
gimcracks	7.372042	{"mcr": 4, "imc": 10, "gim": 69, "mc": 121, "cks": 1402, "cra": 1446, "rac": 2232, "ack": 2441, "ks": 2959, "im": 6699, "cr": 6725, "gi": 7021, "ck": 7116, "ac": 12227, "ra": 26052}
dieoffs	7.372018	{"ieo": 4, "eof": 63, "ffs": 261, "off": 543, "fs": 551, "die": 955, "of": 1745, "ff": 2654, "eo": 3457, "di": 14495, "ie": 18678}
highjack	7.371476	{"hja": 7, "ghj": 9, "hj": 16, "hig": 289, "jac": 319, "ja": 1254, "igh": 1640, "ack": 2441, "gh": 2717, "ig": 5744, "ck": 7116, "hi": 11300, "ac": 12227}
wingding	7.371377	{"gdi": 5, "ngd": 27, "gd": 85, "win": 1210, "din": 2372, "wi": 2990, "di": 14495, "ing": 27365, "ng": 31814, "in": 55898}
nashgabs	7.371367	{"hga": 6, "shg": 8, "hg": 45, "gab": 178, "abs": 378, "nas": 715, "ash": 1090, "bs": 1437, "ga": 5763, "ab": 8903, "sh": 9655, "na": 12129, "as": 16255}
lambkill	7.371139	{"mbk": 6, "bki": 8, "bk": 36, "kil": 362, "amb": 812, "lam": 956, "ill": 3045, "mb": 3489, "ki": 4856, "am": 8854, "il": 12822, "ll": 13942, "la": 18073}
buxomly	7.370918	{"bux": 8, "mly": 27, "xom": 27, "oml": 28, "uxo": 32, "ml": 274, "ux": 294, "xo": 515, "bu": 3856, "ly": 11081, "om": 11650}
propjet	7.370597	{"opj": 8, "pje": 10, "pj": 26, "jet": 102, "je": 871, "rop": 2659, "pro": 3652, "pr": 9472, "op": 10913, "et": 13963, "ro": 21780}
doab	7.370548	{"oab": 13, "doa": 21, "oa": 2888, "do": 6057, "ab": 8903}
sadaqa	7.370477	{"daq": 7, "aqa": 16, "qa": 105, "sad": 214, "aq": 298, "ada": 521, "da": 5117, "ad": 7572, "sa": 7941}
nuzlocke	7.370041	{"uzl": 6, "zlo": 13, "nuz": 14, "zl": 267, "uz": 304, "loc": 1041, "cke": 1471, "ock": 1553, "nu": 2294, "ke": 6801, "ck": 7116, "oc": 7325, "lo": 14583}
midcycles	7.369535	{"dcy": 4, "idc": 9, "dc": 223, "cyc": 392, "ycl": 397, "mid": 565, "cle": 1112, "yc": 1720, "cy": 2029, "cl": 4109, "les": 4607, "id": 8359, "mi": 13679, "le": 25286, "es": 63456}
aidful	7.369475	{"idf": 5, "dfu": 61, "aid": 276, "df": 279, "ful": 1371, "fu": 2991, "ai": 5942, "id": 8359, "ul": 9579}
guayule	7.368699	{"yul": 8, "uay": 13, "ayu": 16, "yu": 212, "gua": 332, "ule": 670, "ay": 2419, "gu": 2868, "ua": 3275, "ul": 9579, "le": 25286}
batuques	7.368691	{"tuq": 4, "uqu": 20, "uq": 54, "ues": 561, "bat": 721, "atu": 731, "que": 1235, "ue": 2745, "qu": 4369, "tu": 5411, "ba": 7263, "at": 33338, "es": 63456}
druze	7.368368	{"ruz": 7, "uze": 42, "dru": 236, "uz": 304, "dr": 3858, "ru": 4632, "ze": 5493}
mulct	7.368176	{"lct": 6, "ulc": 179, "lc": 944, "mul": 1025, "mu": 3409, "ct": 7629, "ul": 9579}
landjaeger	7.366941	{"jae": 4, "aeg": 12, "ndj": 21, "dja": 31, "dj": 193, "ege": 399, "ja": 1254, "ger": 1763, "lan": 2308, "ae": 2360, "and": 3227, "eg": 3368, "ge": 9698, "nd": 10940, "la": 18073, "an": 27255, "er": 53857}
yrnehs	7.366898	{"yrn": 6, "neh": 32, "ehs": 45, "rne": 652, "eh": 1061, "yr": 1188, "hs": 1500, "rn": 3195, "ne": 24341}
selfness	7.366822	{"lfn": 4, "fne": 26, "fn": 31, "elf": 628, "sel": 1321, "lf": 1343, "nes": 11012, "ess": 11496, "el": 14244, "ss": 16363, "ne": 24341, "se": 24344, "es": 63456}
luohan	7.366626	{"uoh": 5, "oha": 69, "luo": 166, "uo": 657, "oh": 671, "han": 1792, "lu": 5008, "ha": 10764, "an": 27255}
zinnwaldites	7.366586	{"nnw": 2, "nwa": 154, "ald": 258, "ldi": 276, "wal": 434, "nw": 573, "inn": 592, "dit": 900, "zin": 1623, "ld": 2067, "zi": 2340, "nn": 3029, "ite": 3802, "wa": 4375, "tes": 4840, "di": 14495, "it": 19542, "al": 27586, "te": 33606, "in": 55898, "es": 63456}
diddlysquats	7.366302	{"ysq": 2, "did": 186, "idd": 407, "lys": 435, "ddl": 475, "uat": 501, "dly": 619, "squ": 645, "sq": 649, "ats": 681, "qua": 1359, "dd": 1739, "dl": 2194, "ys": 2811, "ua": 3275, "qu": 4369, "id": 8359, "ts": 10527, "ly": 11081, "di": 14495, "at": 33338}
exstrophy	7.366241	{"xst": 3, "exs": 44, "xs": 67, "phy": 1192, "rop": 2659, "tro": 2920, "oph": 3572, "str": 3593, "ex": 4115, "hy": 4712, "op": 10913, "ph": 11411, "tr": 14998, "ro": 21780, "st": 28623}
waeful	7.366069	{"aef": 7, "wae": 13, "efu": 424, "ful": 1371, "ae": 2360, "fu": 2991, "ef": 3008, "wa": 4375, "ul": 9579}
couchsurfing	7.365980	{"hsu": 2, "rfi": 217, "chs": 220, "urf": 243, "ouc": 306, "uch": 560, "fin": 989, "sur": 1116, "rf": 1263, "hs": 1500, "cou": 1514, "uc": 3665, "fi": 6074, "su": 7091, "ur": 10931, "ou": 13344, "ch": 15074, "co": 18297, "ing": 27365, "ng": 31814, "in": 55898}
jefes	7.365381	{"jef": 6, "fes": 304, "efe": 379, "je": 871, "ef": 3008, "fe": 4200, "es": 63456}
saltcellar	7.365347	{"tce": 4, "ltc": 6, "alt": 682, "cel": 695, "sal": 1035, "tc": 1789, "lla": 1795, "lar": 1907, "lt": 2925, "ell": 2989, "sa": 7941, "ce": 10121, "ll": 13942, "el": 14244, "la": 18073, "ar": 23319, "al": 27586}
muntjacs	7.365284	{"ntj": 4, "tja": 24, "tj": 57, "acs": 142, "jac": 319, "mun": 567, "ja": 1254, "cs": 1392, "unt": 1780, "mu": 3409, "ac": 12227, "un": 14179, "nt": 20842}
metmyoglobins	7.364875	{"tmy": 2, "etm": 27, "yog": 77, "myo": 136, "ogl": 222, "lob": 423, "tm": 607, "glo": 662, "bin": 837, "yo": 1169, "my": 1322, "obi": 1651, "met": 2759, "ins": 2804, "gl": 4049, "ob": 5008, "og": 8345, "bi": 8414, "et": 13963, "lo": 14583, "me": 14687, "ns": 16950, "in": 55898}
hohs	7.364873	{"ohs": 15, "hoh": 18, "oh": 671, "hs": 1500, "ho": 12783}
revue	7.364674	{"vue": 7, "evu": 38, "vu": 348, "rev": 723, "ev": 2630, "ue": 2745, "re": 31607}
stemware	7.364631	{"emw": 4, "mwa": 18, "mw": 70, "tem": 740, "war": 1081, "are": 1500, "ste": 4062, "wa": 4375, "em": 8854, "ar": 23319, "st": 28623, "re": 31607, "te": 33606}
obiit	7.364514	{"bii": 9, "iit": 18, "ii": 153, "obi": 1651, "ob": 5008, "bi": 8414, "it": 19542}
dexbrompheniramine	7.364392	{"xbr": 2, "exb": 4, "xb": 26, "nir": 71, "dex": 151, "mph": 501, "ira": 544, "bro": 942, "hen": 1000, "omp": 1210, "phe": 1240, "rom": 1532, "ami": 1586, "ram": 1721, "eni": 2024, "min": 3669, "ex": 4115, "br": 4386, "mp": 5547, "ir": 6045, "ine": 6416, "am": 8854, "ph": 11411, "om": 11650, "mi": 13679, "he": 15118, "ni": 15928, "de": 17740, "ro": 21780, "ne": 24341, "ra": 26052, "en": 28336, "in": 55898}
infobahns	7.364077	{"fob": 6, "ahn": 11, "hns": 11, "bah": 68, "nfo": 369, "oba": 379, "hn": 745, "inf": 814, "ah": 1215, "nf": 2090, "fo": 4009, "ob": 5008, "ba": 7263, "ns": 16950, "in": 55898}
chetverts	7.363854	{"etv": 4, "tve": 10, "tv": 55, "rts": 520, "het": 852, "ert": 1498, "che": 3351, "ver": 5208, "rt": 6302, "ts": 10527, "ve": 12649, "et": 13963, "ch": 15074, "he": 15118, "er": 53857}
lambkins	7.363752	{"mbk": 6, "bki": 8, "bk": 36, "amb": 812, "lam": 956, "kin": 2435, "ins": 2804, "mb": 3489, "ki": 4856, "am": 8854, "ns": 16950, "la": 18073, "in": 55898}
bhikhu	7.363645	{"bhi": 11, "ikh": 16, "khu": 21, "hik": 82, "bh": 140, "kh": 443, "ik": 1699, "hu": 2232, "hi": 11300}
mamzers	7.363187	{"mze": 8, "amz": 11, "mz": 20, "mam": 183, "zer": 698, "ze": 5493, "am": 8854, "ers": 11175, "ma": 13966, "rs": 15538, "er": 53857}
handknits	7.363061	{"dkn": 4, "ndk": 11, "dk": 52, "kni": 135, "its": 546, "kn": 692, "nit": 1740, "han": 1792, "and": 3227, "ts": 10527, "ha": 10764, "nd": 10940, "ni": 15928, "it": 19542, "an": 27255}
blowjobbers	7.362964	{"wjo": 4, "owj": 10, "wj": 10, "job": 91, "obb": 344, "bbe": 425, "blo": 635, "jo": 931, "low": 1040, "bb": 1577, "ber": 1621, "ow": 4449, "ob": 5008, "be": 7191, "bl": 8236, "ers": 11175, "lo": 14583, "rs": 15538, "er": 53857}
mynah	7.362712	{"myn": 7, "nah": 40, "yna": 272, "ah": 1215, "my": 1322, "yn": 1495, "na": 12129}
qirshes	7.362710	{"qir": 4, "qi": 59, "irs": 353, "rsh": 498, "hes": 1917, "she": 2050, "ir": 6045, "sh": 9655, "he": 15118, "rs": 15538, "es": 63456}
sofosbuvir	7.362039	{"buv": 4, "osb": 10, "sbu": 42, "ofo": 89, "fos": 94, "sof": 103, "uvi": 142, "sb": 360, "uv": 382, "vir": 406, "of": 1745, "bu": 3856, "fo": 4009, "vi": 5599, "ir": 6045, "so": 6604, "os": 11445}
skyjack	7.361708	{"kyj": 7, "yja": 14, "yj": 22, "sky": 159, "jac": 319, "ky": 555, "ja": 1254, "sk": 1833, "ack": 2441, "ck": 7116, "ac": 12227}
teiid	7.361494	{"eii": 8, "iid": 28, "ii": 153, "tei": 168, "ei": 3326, "id": 8359, "te": 33606}
crossjack	7.361290	{"ssj": 4, "sja": 10, "sj": 66, "jac": 319, "oss": 986, "ja": 1254, "cro": 2074, "ros": 2075, "ack": 2441, "cr": 6725, "ck": 7116, "os": 11445, "ac": 12227, "ss": 16363, "ro": 21780}
stahlhelme	7.360642	{"hlh": 3, "ahl": 24, "lhe": 63, "tah": 94, "elm": 153, "lh": 216, "lme": 239, "hel": 874, "lm": 928, "hl": 1195, "ah": 1215, "sta": 3111, "el": 14244, "me": 14687, "he": 15118, "ta": 15325, "st": 28623}
hehs	7.360364	{"heh": 10, "ehs": 45, "eh": 1061, "hs": 1500, "he": 15118}
giddyups	7.360211	{"dyu": 4, "yup": 26, "ddy": 90, "gid": 96, "yu": 212, "ups": 362, "idd": 407, "dy": 1279, "dd": 1739, "ps": 3592, "up": 3827, "gi": 7021, "id": 8359}
toeiest	7.360200	{"eie": 4, "oei": 65, "toe": 168, "oe": 2112, "ei": 3326, "est": 6333, "ies": 10963, "to": 15280, "ie": 18678, "st": 28623, "es": 63456}
crabgrass	7.359945	{"abg": 4, "bgr": 14, "bg": 46, "rab": 1073, "cra": 1446, "ras": 1540, "ass": 2097, "gra": 3753, "gr": 6180, "cr": 6725, "ab": 8903, "as": 16255, "ss": 16363, "ra": 26052}
armyworm	7.359862	{"myw": 4, "rmy": 36, "ywo": 86, "yw": 266, "arm": 851, "orm": 1320, "my": 1322, "wor": 1444, "wo": 2912, "rm": 4458, "or": 20985, "ar": 23319}
vughy	7.359096	{"ghy": 11, "vug": 13, "vu": 348, "ugh": 685, "ug": 2037, "gh": 2717, "hy": 4712}
pyknic	7.359050	{"ykn": 9, "pyk": 11, "yk": 97, "kni": 135, "kn": 692, "py": 1116, "nic": 1863, "ni": 15928, "ic": 22117}
sawlogs	7.359005	{"wlo": 4, "saw": 146, "awl": 158, "ogs": 175, "wl": 507, "aw": 1826, "log": 3455, "gs": 5319, "sa": 7941, "og": 8345, "lo": 14583}
